stand,latcoord,longcoord
1,50.045275902777774,8.318709930555556
2,50.045081874999994,8.318750416666667
3,50.04485458333333,8.31879548611111
4,50.044638819444444,8.318858541666666
5,50.04535770833333,8.319723541666667
6,50.045162013888884,8.319761111111111
7,50.04493895833333,8.319805277777778
8,50.04469131944444,8.319854375
9,50.04543159722222,8.320640902777777
10,50.04523486111111,8.320677638888888
11,50.04501243055556,8.320718124999999
12,50.04477986111111,8.320762569444444
13,50.045471388888885,8.321111041666667
14,50.04527465277778,8.321149791666667
15,50.04505145833333,8.321193124999999
16,50.04481916666667,8.321238541666666
17,50.045543888888886,8.321998888888889
18,50.04534909722222,8.322039444444444
19,50.04512604166666,8.322084027777777
20,50.04487604166667,8.322133749999999
21,50.04558368055555,8.322474166666666
22,50.04538861111111,8.322512152777778
23,50.04516458333333,8.32255576388889
24,50.04491770833333,8.322606319444445
25,50.04568183333333,8.3234155
26,50.045461875,8.323445069444444
27,50.04524305555555,8.323484861111112
28,50.04499388888889,8.323528472222222
29,50.045727638888884,8.323908541666666
30,50.045503124999996,8.324000069444445
31,50.045289652777775,8.324081597222222
32,50.04502622222222,8.324149444444444
33,50.045928402777776,8.324758541666666
34,50.045720833333334,8.324876249999999
35,50.045512708333334,8.324992847222223
36,50.045285763888884,8.325121319444444
37,50.046053055555554,8.325273888888889
38,50.04584618055556,8.325394027777778
39,50.04563895833333,8.325514305555554
40,50.045412291666665,8.32564736111111
RMP A,50.04475355555555,8.320387944444445
RMP B,50.04505761111111,8.324818888888888
RMP C,50.04646408730159,8.328463690476191
