stand,latcoord,longcoord
606,48.34537451388889,11.750913402777778
606A,48.34539604166667,11.751199166666666
606B,48.345353055555556,11.750619444444444
607,48.345303263888894,11.749831458333333
607A,48.34532326388889,11.750110277777777
607B,48.34527833333334,11.74951923611111
611,48.34504409722223,11.74696597222222
612,48.34501625,11.74664111111111
613,48.34499597222222,11.746337083333334
614,48.34473138888889,11.745835833333333
701A,48.346675833333336,11.76500361111111
701B,48.346670833333334,11.765004722222223
701C,48.346404166666666,11.7650075
701D,48.346135000000004,11.765010833333333
702A,48.34666666666667,11.763634444444444
702B,48.34641166666667,11.763635277777778
702C,48.346395,11.763638333333333
702D,48.34612583333334,11.763891666666666
703A,48.346407500000005,11.762515555555556
703B,48.3464025,11.762516388888889
703C,48.346135555555556,11.762519444444445
703D,48.34611666666667,11.762522777777777
801A,48.347233333333335,11.77224527777778
801B,48.34722805555556,11.77224638888889
801C,48.34696138888889,11.772249166666667
801D,48.346692222222224,11.772502500000002
802A,48.34722444444445,11.771130833333334
802B,48.34696916666667,11.771131666666667
802C,48.3469525,11.771134722222223
802D,48.34668333333334,11.771138055555557
803A,48.34696527777778,11.770014166666668
803B,48.34696027777778,11.770015
803C,48.346693611111114,11.770018055555557
803D,48.346674444444446,11.770021388888889
804A,48.34695666666667,11.768900277777778
804B,48.34695166666667,11.768901111111113
804C,48.34668472222222,11.768904166666667
804D,48.34641583333334,11.768907500000001
805A,48.34694777777778,11.76778638888889
805B,48.34669277777778,11.767787222222223
805C,48.346676111111115,11.76779027777778
805D,48.346406944444446,11.767793611111111
901,48.34881305555556,11.772848055555556
902,48.34881861111111,11.771665833333333
903,48.34865055555556,11.77069
904,48.348581111111116,11.769471944444446
905,48.348488055555556,11.768532222222223
906,48.34840833333334,11.767388333333335
907,48.348327222222224,11.7663975
H1,48.34521375,11.748728541666665
H2,48.34539229166667,11.748696875
H3,48.34503569444445,11.748759027777776
G11,48.35389,11.803621111111111
G12,48.35361888888889,11.803624722222223
G13,48.35334805555556,11.803628333333334
G14,48.353076944444446,11.803631944444446
G21,48.35417805555556,11.8047375
G22,48.35389444444444,11.804743055555557
G23,48.353613333333335,11.804748611111112
G24,48.35308194444445,11.805003888888889
M11,48.34583861111111,11.758352222222221
M12,48.34558194444445,11.758636666666666
M13,48.345844722222225,11.759183055555555
M14,48.34583805555556,11.759466666666667
M15,48.34585083333334,11.760013333333333
M16,48.345844444444445,11.7602975
M17,48.34585722222222,11.760844166666667
M18,48.346138333333336,11.761115277777778
APRON12,48.35866159722222,11.796743611111111
GAT-K1,48.35380847222223,11.804379444444447
