stand,latcoord,longcoord
Airbus,53.05039905555555,8.801067944444444
19,53.04960270833333,8.783467291666668
18A,53.04946277777778,8.783671805555556
18,53.04932173611111,8.783887222222223
17,53.05112888888888,8.7829525
16,53.050934444444444,8.783323611111111
15,53.05083583333333,8.783954444444444
14,53.050617499999994,8.784358333333333
13,53.05030118055555,8.784526875
12A,53.05017708333333,8.784724097222222
12,53.05004708333333,8.784917291666666
11,53.05246527777778,8.779995555555557
10,53.052722499999994,8.780722222222224
09,53.05266666666667,8.78177027777778
08,53.05258166666666,8.782289722222224
07,53.05247333333333,8.78293638888889
06,53.052256388888885,8.78411611111111
05,53.052074166666664,8.784748055555555
04,53.05174944444444,8.785374166666667
03,53.05139083333333,8.785916944444445
02,53.05100888888889,8.786374444444444
01,53.050730277777774,8.786825555555556
GAT,53.04963850694444,8.782522256944445
APR 3,53.052717592592586,8.778081296296298
LH Parking,53.05014083333333,8.787885388888888
