stand,latcoord,longcoord
D09A,52.36382409722223,13.50139375
D09,52.36364861111112,13.501504583333332
D10,52.36330354166667,13.501727291666667
D11A,52.36309930555556,13.50185923611111
D11,52.362917708333335,13.501972986111111
D12,52.36225236111111,13.502332569444444
D13B,52.36192972222222,13.502544652777777
D13A,52.362055,13.502463958333333
D13,52.36180541666667,13.502619513888888
D14,52.361470625,13.502854166666667
D15A,52.361261875,13.502995555555556
D15,52.36107104166667,13.503120972222222
D16,52.36071923611111,13.503281736111111
D17A,52.36051701388889,13.503423472222222
D17,52.360334791666666,13.503556388888889
D18,52.36001548611111,13.503793680555555
D19A,52.35982701388889,13.503918958333333
D19,52.359643125000005,13.504036458333333
D20,52.35917465277778,13.504289652777777
D21A,52.35897645833333,13.504423888888889
D21,52.35878777777778,13.504547777777777
D22,52.35823777777778,13.504613055555556
E01,52.36542388888889,13.494885833333333
E02,52.364844444444444,13.49523722222222
E03,52.364510833333334,13.495442222222222
E04,52.36393138888889,13.495764166666666
E05,52.3635625,13.495998333333333
E06,52.363123611111114,13.496261944444443
E07,52.362772222222226,13.49649611111111
E08,52.36224555555556,13.496818333333332
E09,52.361894166666666,13.497023055555555
E10,52.36135,13.497374444444443
E11,52.360910833333335,13.497638055555555
E12,52.360524444444444,13.497930833333333
E13,52.36003277777778,13.49822361111111
E14,52.35966416666667,13.498457777777777
E15,52.359225,13.498750555555555
E16,52.35887388888889,13.499013888888888
E17,52.35834694444445,13.499365277777777
E18,52.357908055555555,13.499658055555555
E19,52.35743388888889,13.499950833333333
E21,52.365320555555556,13.497223888888888
E22,52.36494861111111,13.497455833333332
E23,52.36449666666667,13.497708333333332
E24,52.36416527777778,13.497959999999999
E24,52.36416527777778,13.497959999999999
E25,52.36383222222222,13.498150555555554
E26,52.36346944444445,13.498407499999999
E27,52.36308555555556,13.498669166666666
E28,52.361225555555556,13.499844999999999
E29,52.360838055555554,13.500076944444444
E30,52.360465833333336,13.500336388888888
E31,52.36009777777778,13.500555555555556
E32,52.35968277777778,13.500805555555555
E33,52.35929888888889,13.501035
E34,52.35889,13.50134888888889
E35,52.358495833333336,13.501630277777778
19,52.381837777777775,13.513965277777778
21,52.38238444444445,13.514049166666666
22,52.38306055555556,13.514205
24,52.383556666666664,13.51434888888889
25,52.384009999999996,13.514432777777778
27,52.38448472222222,13.514528888888888
28,52.385558333333336,13.515527777777777
29,52.38570444444444,13.516154444444444
30,52.38584111111111,13.516783611111112
31,52.38628277777778,13.518498055555556
31,52.38645555555556,13.519205555555557
33,52.386872777777775,13.5209325
34,52.3870525,13.521640000000001
35,52.38722527777778,13.522323611111112
36,52.38744805555555,13.52319888888889
40,52.38724791666667,13.524781180555555
41,52.38752145833334,13.524610347222223
42,52.388085277777776,13.524247222222224
50,52.38723944444445,13.517263055555556
51,52.38738333333333,13.517826666666668
52,52.387476944444444,13.51812638888889
53,52.387527222222225,13.518402222222223
54,52.387750277777776,13.519349444444446
55,52.38793722222222,13.520236944444445
59,52.38825361111111,13.521867777777778
60,52.38840472222222,13.522599444444445
62,52.38934694444444,13.52196388888889
63,52.389742777777776,13.52182
64,52.39015277777778,13.521676111111113
65,52.39053777777778,13.52148
70,52.38562666666667,13.523586111111111
71,52.38520777777778,13.523856944444445
72,52.38477527777778,13.52411138888889
73,52.38433694444444,13.5243675
74,52.38391333333333,13.524649722222224
GAT,52.371670361111114,13.521767472222223
APR 1,52.380131157407405,13.508326435185186
APR W1,52.36299006944445,13.481086666666666
APR W2,52.36108966666667,13.482406055555556
APR W3,52.35951777777778,13.48292048611111
APR W4,52.35844826388889,13.483595069444444
APR W5,52.35685576388889,13.48501548611111
HELIPAD,52.381020694444445,13.514490625
